"PUNTO DE INFORMACIÓN","MES","AÑO","PAIS DE PROCEDENCIA","CIUDAD DE PROCEDENCIA","CIUDAD DE DESTINO 1","CIUDAD DE DESTINO 2","CIUDAD DE DESTINO 3","CIUDAD DE DESTINO 4","CIUDAD DE DESTINO 5","SEXO","MOTIVO DEL VIAJE","TIEMPO DE PERMANENCIA EN DIAS","TIPO ALOJAMIENTO","TIPO TRANSPORTE","PRESUPUESTO","RESULTADO SATISFACCIÓN","CANTIDAD DE VIAJEROS"
"Monumento Pantano de Vargas","4","2,023","Colombiano","Antioquía","Duitama","Iza","Aquitania","Cuítiva","Nobsa","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Tunja","4","2,023","Colombiano","Antioquía","Tunja","Villa de Leyva","Sutamarchán","Ráquira","Cuítiva","Masculino","Turismo de Naturaleza.","5","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Puente de Boyacá","4","2,023","Colombiano","Bogotá","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","4","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Puente de Boyacá","4","2,023","Colombiano","Bogotá","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","4","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Puente de Boyacá","4","2,023","Colombiano","Bogotá","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo de Aventura.","3","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Puente de Boyacá","4","2,023","Colombiano","Bogotá","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Puente de Boyacá","4","2,023","Colombiano","Bogotá","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","1","Pasadía","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Puente de Boyacá","4","2,023","Colombiano","Bogotá","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","3","Camping.","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","4"
"Puente de Boyacá","4","2,023","Colombiano","Bogotá","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","5","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Puente de Boyacá","4","2,023","Colombiano","Bogotá","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Puente de Boyacá","4","2,023","Colombiano","Bogotá","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","5","Hotel","Bus","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Tunja","4","2,023","Colombiano","Nariño","Tunja","Villa de Leyva","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Cundinamarca","Aquitania","Cuítiva","Iza","Tota","NA","Masculino","Turismo de Naturaleza.","3","Posada turística","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Aquitania","4","2,023","Colombiano","Bogotá","Aquitania","Cuítiva","Duitama","Iza","Nobsa","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Bogotá","Aquitania","Duitama","Firavitoba","Iza","Monguí","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","4","2,023","Colombiano","Bogotá","Aquitania","Iza","Tota","NA","NA","Masculino","Turismo de Naturaleza.","4","Hostal","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Meta","Aquitania","Firavitoba","Iza","Nobsa","Paipa","Masculino","Turismo Cultural.","4","familiar","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Cundinamarca","Aquitania","Duitama","Iza","Nobsa","Sogamoso","Masculino","Turismo de Naturaleza.","4","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","1"
"Aquitania","4","2,023","Colombiano","Norte De Santander","Aquitania","Cuítiva","Iza","Monguí","Nobsa","Masculino","Turismo de Naturaleza.","4","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","5","2,023","Colombiano","Bogotá","Paipa","Aquitania","NA","NA","NA","Femenino","Alimentos, bebidas y gastronomía","1","Pasadía","Bus","0","0","0"
"Aquitania","4","2,023","Colombiano","Risaralda","Aquitania","Cuítiva","Iza","Tota","NA","Masculino","Turismo de Naturaleza.","4","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","4","2,023","Colombiano","Bogotá","Aquitania","Cuítiva","Iza","Tota","NA","Masculino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","4","2,023","Colombiano","Norte De Santander","Aquitania","Cuítiva","Firavitoba","Iza","Tota","Masculino","Turismo de Naturaleza.","3","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Cundinamarca","Aquitania","Iza","Tota","NA","NA","Masculino","Turismo de Naturaleza.","1","Pasadía","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Cundinamarca","Aquitania","Cuítiva","Iza","Tota","NA","Masculino","Turismo de Naturaleza.","5","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Aquitania","4","2,023","Colombiano","Valle Del Cauca","Aquitania","Monguí","Paipa","Sogamoso","Tota","Masculino","Turismo de Naturaleza.","1","Pasadía","Bus","Entre $ 300.000 a $ 600.000 COP.","10","1"
"Aquitania","4","2,023","Colombiano","Bogotá","Aquitania","Iza","Villa de Leyva","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Bogotá","Aquitania","Iza","Monguí","Tota","NA","Masculino","Turismo de Naturaleza.","1","Pasadía","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Aquitania","4","2,023","Colombiano","Bogotá","Aquitania","Iza","Tota","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Bogotá","Aquitania","Duitama","Sogamoso","Villa De Leyva","Ráquira","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Bogotá","Aquitania","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","4","Casa/cabaña de vacaciones arrendada.","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Antioquía","Aquitania","Iza","Nobsa","Tota","Villa De Leyva","Masculino","Turismo de Naturaleza.","5","familiar","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Bogotá","Aquitania","Iza","Nobsa","Monguí","NA","Masculino","Turismo de Naturaleza.","1","Pasadía","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","4","2,023","Colombiano","Cundinamarca","Aquitania","Tota","NA","NA","NA","Masculino","Turismo de Naturaleza.","1","Pasadía","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Santander","Aquitania","Iza","Tota","Cucaita","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Valle Del Cauca","Aquitania","Monguí","Iza","Nobsa","NA","Masculino","Turismo de Naturaleza.","1","Pasadía","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Antioquía","Aquitania","Monguí","Nobsa","Sogamoso","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","4","2,023","Colombiano","Bogotá","Aquitania","Iza","Tota","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","4","2,023","Colombiano","Norte De Santander","Aquitania","Firavitoba","Iza","Monguí","Paipa","Masculino","Turismo de Naturaleza.","1","Pasadía","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Meta","Aquitania","Cuítiva","Tota","NA","NA","Masculino","Turismo de Naturaleza.","5","familiar","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Risaralda","Aquitania","Cuítiva","Iza","Tota","NA","Masculino","Turismo de Naturaleza.","4","Casa/cabaña de vacaciones arrendada.","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","4","2,023","Colombiano","Cundinamarca","Aquitania","Iza","Tota","NA","NA","Masculino","Turismo de Naturaleza.","1","Pasadía","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Bogotá","Aquitania","Iza","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Bus","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Cundinamarca","Aquitania","Cuítiva","Iza","Nobsa","Sogamoso","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","4","2,023","Colombiano","Cundinamarca","Aquitania","Iza","Sogamoso","Tota","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","1"
"Aquitania","4","2,023","Colombiano","Cundinamarca","Aquitania","Iza","Paipa","Sogamoso","Tota","Masculino","Turismo de Naturaleza.","1","Pasadía","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Aquitania","4","2,023","Colombiano","Boyacá","Aquitania","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Casa/cabaña de vacaciones arrendada.","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Cundinamarca","Aquitania","Cuítiva","Iza","Nobsa","Tota","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Aquitania","4","2,023","Colombiano","Bogotá","Aquitania","Cuítiva","Iza","Monguí","Nobsa","Masculino","Turismo de Naturaleza.","5","Casa/cabaña de vacaciones arrendada.","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","1"
"Aquitania","4","2,023","Colombiano","Casanare","Aquitania","Paipa","Tota","NA","NA","Masculino","Turismo de Naturaleza.","2","Finca agroturística/Alojamiento rural.","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","4","2,023","Colombiano","Antioquía","Aquitania","Cuítiva","Iza","Monguí","Nobsa","Masculino","Turismo de Naturaleza.","2","Finca agroturística/Alojamiento rural.","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Bogotá","Aquitania","Nobsa","Sogamoso","Tota","NA","Masculino","Turismo de Naturaleza.","4","Hotel","Alquiler de vehículo.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Cundinamarca","Aquitania","Iza","Nobsa","Tota","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","4","2,023","Colombiano","Casanare","Aquitania","Monguí","Nobsa","Paipa","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Bus","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","4","2,023","Colombiano","Bogotá","Aquitania","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","1","Pasadía","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","4"
"Aquitania","4","2,023","Colombiano","Risaralda","Aquitania","Cuítiva","Iza","Monguí","Nobsa","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","4"
"Aquitania","4","2,023","Colombiano","Antioquía","Aquitania","Monguí","Nobsa","Sogamoso","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","4"
"Aquitania","4","2,023","Colombiano","Antioquía","Aquitania","Cuítiva","Tota","Sogamoso","NA","Masculino","Turismo Cultural.","1","Pasadía","Vehículo propio.","hasta $ 300.000 COP.","9","4"
"Aquitania","4","2,023","Colombiano","Casanare","Aquitania","Cuítiva","Iza","Duitama","Firavitoba","Masculino","Turismo Cultural.","3","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","2"
"Aquitania","4","2,023","Colombiano","Meta","Aquitania","Iza","Sogamoso","Tota","NA","Masculino","Turismo Cultural.","5","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","4"
"Aquitania","4","2,023","Colombiano","Casanare","Aquitania","Iza","Monguí","Nobsa","Tota","Masculino","Turismo Cultural.","5","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","8","4"
"Aquitania","4","2,023","Colombiano","Bogotá","Aquitania","Cuítiva","Iza","Monguí","Nobsa","Masculino","Turismo Cultural.","5","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","4"
"Aquitania","4","2,023","Colombiano","Bogotá","Aquitania","Cuítiva","Iza","Tota","NA","Masculino","Turismo Cultural.","3","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","2"
"Aquitania","4","2,023","Colombiano","Cundinamarca","Aquitania","Cuítiva","Iza","Tota","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","2"
"Aquitania","4","2,023","Colombiano","Valle Del Cauca","Aquitania","Cuítiva","Duitama","Monguí","Nobsa","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","4"
"Aquitania","4","2,023","Colombiano","Valle Del Cauca","Aquitania","Cuítiva","Somondoco","Tota","NA","Masculino","Turismo Cultural.","1","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","4"
"Aquitania","4","2,023","Colombiano","Bogotá","Aquitania","Tota","NA","NA","NA","Masculino","Turismo Cultural.","1","Pasadía","Vehículo propio.","hasta $ 300.000 COP.","9","4"
"Aquitania","4","2,023","Colombiano","Bogotá","Aquitania","Nobsa","Sogamoso","Tota","NA","Masculino","Turismo Cultural.","3","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","4"
"Monumento Pantano de Vargas","4","2,023","Colombiano","Tolima","Paipa","Tunja","Villa de Leyva","NA","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","4"
"Puente de Boyacá","5","2,023","Colombiano","Santander","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","5","familiar","Alquiler de vehículo.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Puente de Boyacá","5","2,023","Colombiano","Bogotá","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo Educativo","2","familiar","Vehículo propio.","hasta $ 300.000 COP.","10","3"
"Monumento Pantano de Vargas","5","2,023","Colombiano","Caquetá","Paipa","Villa de Leyva","Tunja","NA","NA","Masculino","Turismo Educativo","2","familiar","Vehículo propio.","hasta $ 300.000 COP.","10","2"
"Puente de Boyacá","5","2,023","Colombiano","Valle Del Cauca","Chiquinquirá","Ráquira","Sáchica","Sutamarchán","Villa De Leyva","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","7"
"Puente de Boyacá","5","2,023","Colombiano","Bogotá","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","5"
"Puente de Boyacá","5","2,023","Colombiano","Caldas","Chiquinquirá","Ráquira","Villa de Leyva","NA","NA","Masculino","Turismo de Naturaleza.","3","Finca agroturística/Alojamiento rural.","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Monumento Pantano de Vargas","5","2,023","Colombiano","Antioquía","Paipa","Tunja","Villa de Leyva","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Bus","Entre $ 600.000 a $ 1.000.000 COP.","10","1"
"Puente de Boyacá","5","2,023","Colombiano","Bogotá","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Hostal","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Puente de Boyacá","5","2,023","Colombiano","Antioquía","Chiquinquirá","Santa Sofía","Sutamarchán","Tinjacá","Villa De Leyva","Masculino","Turismo de Naturaleza.","2","Casa/cabaña de vacaciones arrendada.","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","9","4"
"Puente de Boyacá","5","2,023","Colombiano","Santander","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","3","Casa/cabaña de vacaciones arrendada.","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Tunja","5","2,023","Colombiano","Santander","Tunja","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Casa/cabaña de vacaciones arrendada.","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Puente de Boyacá","5","2,023","Colombiano","Bogotá","Villa de Leyva","Tunja","Paipa","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Tunja","5","2,023","Colombiano","Valle Del Cauca","Tunja","Villa de Leyva","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","3"
"Aquitania","5","2,023","Estados Unidos","NA","Aquitania","Monguí","Paipa","Duitama","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Bus","Entre $ 300.000 a $ 600.000 COP.","10","1"
"Aquitania","5","2,023","Colombiano","Bogotá","Aquitania","Monguí","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Bus","Entre $ 600.000 a $ 1.000.000 COP.","10","1"
"Aquitania","5","2,023","Colombiano","Bogotá","Aquitania","Monguí","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","5","2,023","Colombiano","Bogotá","Aquitania","Iza","Monguí","Nobsa","Villa De Leyva","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","5","2,023","Ecuador","NA","Aquitania","Cuítiva","Duitama","Firavitoba","Iza","Masculino","Turismo Religioso","1","Hotel","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","4"
"Aquitania","5","2,023","República Checa","NA","Aquitania","Paipa","Sogamoso","Tota","Villa De Leyva","Masculino","Trabajo","5","Apartamento arrendado","Bus","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Aquitania","5","2,023","Canadá","NA","Aquitania","Monguí","Tunja","Tota","NA","Masculino","Turismo de Naturaleza.","4","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","5","2,023","Venezuela","NA","Aquitania","Cuítiva","Iza","Tota","NA","Masculino","Turismo de Naturaleza.","3","Hotel","Alquiler de vehículo.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Aquitania","5","2,023","Ecuador","NA","Aquitania","Iza","Cuítiva","Firavitoba","Duitama","Masculino","Turismo de Naturaleza.","3","Posada turística","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Aquitania","5","2,023","Colombiano","La Calera","Aquitania","Cuítiva","Iza","Nobsa","Tota","Masculino","Turismo Cultural.","1","Pasadía","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Aquitania","5","2,023","Colombiano","Bogotá","Aquitania","Cuítiva","Iza","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Bus","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","5","2,023","Colombiano","Bucaramanga","Aquitania","Iza","Nobsa","Sogamoso","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Bus","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","5","2,023","Colombiano","Bucaramanga","Aquitania","Cuítiva","Iza","Monguí","Tota","Masculino","Turismo de Naturaleza.","1","Pasadía","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","5"
"Aquitania","5","2,023","Colombiano","Medellín","Aquitania","Monguí","Villa de Leyva","NA","NA","Masculino","Turismo de Naturaleza.","5","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Aquitania","5","2,023","Colombiano","Ipiales","Aquitania","Monguí","Nobsa","Sogamoso","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Bus","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","5","2,023","Colombiano","Pitalito","Aquitania","Iza","Ráquira","Villa De Leyva","NA","Masculino","Turismo Cultural.","1","Pasadía","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Aquitania","5","2,023","Colombiano","Bogotá","Aquitania","Cuítiva","Iza","Tota","NA","Masculino","Turismo de Naturaleza.","3","Finca agroturística/Alojamiento rural.","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","3"
"Aquitania","5","2,023","México","NA","Aquitania","Cuítiva","Tota","NA","NA","Masculino","Turismo de Naturaleza.","1","Pasadía","Bus","Entre $ 300.000 a $ 600.000 COP.","10","40"
"Aquitania","5","2,023","Colombiano","Chiquinquirá","Aquitania","NA","NA","NA","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","5"
"Aquitania","5","2,023","Colombiano","Yopal","Aquitania","Iza","Nobsa","Monguí","Tibasosa","Masculino","Turismo Cultural.","5","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","9","30"
"Aquitania","5","2,023","España","NA","Aquitania","Cuítiva","Firavitoba","Iza","Monguí","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","5"
